id_game,pemenang,strategi_pembuka
o7AQGiYV,white,Italian Game
267g7xQn,white,Italian Game
D3Lptfos,black,Italian Game
gh5TuHkm,white,Italian Game
wcvQaNBu,black,Sicilian Defense
tRdHQh42,white,Sicilian Defense
N0o4EuDt,white,Italian Game
gWmiZHoB,white,French Defense
kAcddm3D,black,Italian Game
1B5vO3QZ,white,French Defense
x0P6VdqJ,white,French Defense
KNuRozZo,white,Sicilian Defense
IgptBeRL,white,Italian Game
0xEGHw2W,white,Italian Game
pnrylvlN,white,Italian Game
ulWr7nLf,black,Sicilian Defense
7BpSGg8i,black,Sicilian Defense
ItZAAFxb,white,Sicilian Defense
Fzs1Q62H,black,Sicilian Defense
mCerCF5T,white,French Defense
tNhRqPnq,white,French Defense
XxkHBPg8,black,Sicilian Defense
ZjMwWVg6,black,French Defense
XupT1E8y,white,Sicilian Defense
IJWoYURf,white,Sicilian Defense
pDoxtPqR,white,Sicilian Defense
yNLwbz9R,black,Italian Game
oQ4Kc4Co,black,Italian Game
cH4Rzc3B,white,Italian Game
NZFJa3EF,black,Sicilian Defense
MMYhHm45,black,Sicilian Defense
OCjlTny0,white,Italian Game
Tn9khEJn,black,Italian Game
b1UDIG2N,white,Sicilian Defense
s6CJMAch,white,Sicilian Defense
sGXpIwDH,black,Sicilian Defense
ARSNlMxy,white,Sicilian Defense
Bqkjtocd,white,Sicilian Defense
U6fnMweG,white,Sicilian Defense
iJAKDHGQ,black,Sicilian Defense
gt6xLb4K,white,French Defense
IPYQa7Aw,white,Sicilian Defense
4xgbq10z,white,French Defense
yE2A8BYs,white,Sicilian Defense
hAMrgoqF,black,Sicilian Defense
J3KyUAeg,black,Italian Game
uMs8UtSO,white,French Defense
nQ6LUDaP,white,Sicilian Defense
fjRxTVtx,white,French Defense
pDS1w75s,black,Sicilian Defense
7IzmxehQ,black,French Defense
HaQDWyiM,white,Sicilian Defense
euZVf5HZ,white,Sicilian Defense
H4DqND3S,white,Sicilian Defense
zr63v9Rk,white,French Defense
Q0DkNpNt,white,French Defense
2FzXNILw,white,Sicilian Defense
fTkMvWEa,white,Sicilian Defense
FnQo1IoK,black,French Defense
Uvt6L6sx,black,Sicilian Defense
90RqhNHq,white,Sicilian Defense
zlwpfzva,black,Sicilian Defense
MdcA1QbQ,black,Sicilian Defense
i1nPDbGV,black,Sicilian Defense
Alqu8eEV,black,Sicilian Defense
B6Zbgbjp,black,Sicilian Defense
rEAV0ida,white,Italian Game
iyIxOMVW,black,Sicilian Defense
Ly2rRnWN,black,Sicilian Defense
Tj6OIJg9,black,Sicilian Defense
T1OiLavz,black,Sicilian Defense
1WOFbFWn,white,French Defense
D2URpTip,white,Sicilian Defense
XEbHmTCg,white,Sicilian Defense
Q3BVQwXP,black,Sicilian Defense
1IY0vFMg,white,Sicilian Defense
ApWyGpzN,black,Sicilian Defense
iNSQRrQt,black,French Defense
ytAjBJzG,white,Sicilian Defense
FiZVAfeG,white,Sicilian Defense
Up2N7T1l,black,Sicilian Defense
XmSBtXhm,black,Sicilian Defense
3MiSNK1O,black,Sicilian Defense
sCo4Y0jx,black,Sicilian Defense
fou8Dq2i,white,Sicilian Defense
jP4YJia6,black,Sicilian Defense
yQGfqBho,white,French Defense
lG6UOkTO,white,Italian Game
359OUqv3,white,Italian Game
Szof6HSM,black,Italian Game
8qKkGCR2,white,Italian Game
KrKydNmw,white,Italian Game
hI0R8pwR,black,Sicilian Defense
qXROL8hK,black,Italian Game
XLhunk0V,black,Sicilian Defense
CMlBF16f,black,French Defense
Yv8Zc6wr,black,Italian Game
5a8oBptA,black,Italian Game
Pbkk0Zec,black,Italian Game
05OhO1bm,white,French Defense
HTSYlITG,black,French Defense
Kj98h66C,black,Italian Game
62tftBDD,black,French Defense
mRsKQDIl,black,Italian Game
RwlMWsnL,white,Sicilian Defense
m7Oy7Nup,white,Sicilian Defense
lHhZ7FQK,black,Sicilian Defense
2Ts9u2Ib,black,French Defense
rRbNz6Tc,white,Sicilian Defense
IBjy9wiJ,white,French Defense
8l5KaPe3,black,Sicilian Defense
drDWozdV,black,Sicilian Defense
8a0Ejh5P,black,Sicilian Defense
gV47vq2R,black,Sicilian Defense
Y9MrIrrA,black,Sicilian Defense
dyxX5zpo,white,Sicilian Defense
DgPu3K3T,black,Italian Game
jSogmGAa,black,Sicilian Defense
CKXM9kiB,black,Sicilian Defense
dahRixi6,black,Italian Game
C8Ju9Lq6,black,French Defense
a8vpLeyk,black,Italian Game
2mxTX4tY,black,Sicilian Defense
LsurWS49,white,Sicilian Defense
IyRWrLNE,white,French Defense
HeImrcTw,white,Sicilian Defense
8MVdfzU6,black,Sicilian Defense
hV6rTsnf,white,Sicilian Defense
tOFtHZPS,black,Sicilian Defense
1I0mo0U4,white,French Defense
1PT7sAac,black,French Defense
NESwYln3,white,French Defense
z9eRUkz9,black,Sicilian Defense
ghaEHZRC,white,Sicilian Defense
zDotAg5W,black,French Defense
0YTUHE9G,black,Sicilian Defense
eewROfef,white,Sicilian Defense
xK2Vbpu9,black,Sicilian Defense
cSH6Ih1G,black,French Defense
tUB8amwt,black,Sicilian Defense
kcntblun,white,French Defense
eZLP56BJ,white,Sicilian Defense
n7oQiYoc,black,Sicilian Defense
WuZe3gvJ,black,Sicilian Defense
7hT0a1Bv,white,Sicilian Defense
PyJmm5lV,black,Sicilian Defense
kQENhkWw,white,Sicilian Defense
YvnVABWK,white,French Defense
I612NCBG,white,French Defense
1SnfIpMn,white,Sicilian Defense
mamuxglo,black,Sicilian Defense
2JLvTLrM,black,Sicilian Defense
Jhwx6Lqj,black,Sicilian Defense
G8sOlaJ3,white,French Defense
Hq7gjsGx,black,French Defense
nIwzJDuQ,white,Sicilian Defense
CltKaVwC,black,Sicilian Defense
GrSi9aKi,white,French Defense
rzX9CklY,white,Sicilian Defense
p82jS8in,black,Sicilian Defense
LHd4nPcw,black,French Defense
WexXM9Uf,white,Sicilian Defense
ZuXXHsbe,white,French Defense
bEseRKCR,white,Sicilian Defense
AgPinXlB,white,Sicilian Defense
FNHP214C,black,Sicilian Defense
pNLdJNKv,black,Sicilian Defense
Knf3emIV,black,Sicilian Defense
0VnfuC8z,black,Sicilian Defense
OwDxgl3H,white,Sicilian Defense
FsZ4Lwjo,white,French Defense
qcLDBTC4,black,Sicilian Defense
rGEfv1Ll,white,Sicilian Defense
lTxaAQ2p,white,Sicilian Defense
wtr94wMS,black,Sicilian Defense
lvinHTlc,black,Sicilian Defense
kTodmP79,black,Sicilian Defense
mCLwBASx,white,Sicilian Defense
YcLSKpR0,black,Sicilian Defense
oZ5dp4AQ,white,Sicilian Defense
A3uFetJ6,black,Sicilian Defense
dMWfSzMe,white,Sicilian Defense
aWwcCPac,black,Sicilian Defense
35svmsjW,black,Sicilian Defense
OKrcdp0c,black,Italian Game
PWPD1UDe,white,Italian Game
4shcKmhA,black,Italian Game
yJzC5zFL,black,Italian Game
RfkheqrO,black,French Defense
gJHPPX3g,white,French Defense
JkYN9sxq,black,Italian Game
lc0dqtOa,white,Sicilian Defense
EYWHfTh2,black,French Defense
H8uqM1eY,black,Italian Game
NbcolcxB,black,Sicilian Defense
taBSKhts,white,Sicilian Defense
2ovQRyGR,white,Sicilian Defense
TtgHvdCQ,white,Sicilian Defense
cbXiaZaO,black,Sicilian Defense
PkvrSIO3,white,Sicilian Defense
UlclyHhJ,black,Sicilian Defense
kilzHoHh,black,Sicilian Defense
Ea2ze1rk,white,Sicilian Defense
ZM59xIhk,white,Sicilian Defense
vSvZtuDt,black,Sicilian Defense
274nvP13,white,Sicilian Defense
S7ndrwb1,white,Sicilian Defense
1dJ5WPia,black,Sicilian Defense
1Xxuctgq,white,Sicilian Defense
bIPimi57,black,Sicilian Defense
PTOaoJqW,white,Sicilian Defense
Ro7p49dX,black,Sicilian Defense
ajJfXUpZ,black,Sicilian Defense
NBb4zvXf,white,Sicilian Defense
uLoMUYm2,black,Sicilian Defense
smzTCkGH,black,Sicilian Defense
UHgM0rej,black,French Defense
2h0lAzHI,white,French Defense
ZT1d9Hq7,black,French Defense
jBzQxlzq,white,French Defense
Ux3Koyg6,black,French Defense
TZe8FKNr,black,French Defense
kwV4pATZ,black,French Defense
3NKNzfif,black,French Defense
4rT7OqAz,black,French Defense
m5Dj1iXJ,black,French Defense
A1fCNMFW,white,French Defense
tURKNPMO,black,French Defense
ETt2B8v3,white,French Defense
JCYyLE0t,black,French Defense
fhuj2XYC,white,French Defense
Ho0qA0bI,white,French Defense
KRg4Web6,white,French Defense
nDKoDOCM,black,French Defense
8Er7WQcQ,black,French Defense
yXrbhGP5,white,Sicilian Defense
bGwWMbOf,black,Sicilian Defense
UpruLh18,white,Italian Game
ojBHLVkk,black,Sicilian Defense
xnt8xTov,white,Sicilian Defense
Uqxw0Uk6,black,Sicilian Defense
K5JwvK81,black,Sicilian Defense
HudP3kUe,black,Sicilian Defense
QntK4zkI,white,French Defense
g2lfiCik,black,Sicilian Defense
QFUTIxjz,black,French Defense
2us9DubP,black,Sicilian Defense
mW7ScZB3,white,Sicilian Defense
Da2aFULv,white,Sicilian Defense
R9WwsSI5,white,Sicilian Defense
DQgajKuw,white,Sicilian Defense
gVRykGe9,white,Sicilian Defense
4pgZ3Bgw,white,Sicilian Defense
sfgMttTm,white,Sicilian Defense
r1cTD1b2,black,Sicilian Defense
LRzkrt9G,black,Sicilian Defense
bZwWiFpD,white,Sicilian Defense
wsktt83W,black,Sicilian Defense
JvDT70AZ,black,French Defense
NuErSoyu,black,French Defense
b5N7z77e,black,Italian Game
f1jjj2Et,white,Sicilian Defense
Y37Qw9QN,white,Sicilian Defense
myQRlURY,white,Sicilian Defense
LU9gpaJJ,white,Sicilian Defense
Qe5BZiYG,white,Sicilian Defense
a2b8WlfS,white,French Defense
bTU3UicY,white,Italian Game
ZfVrfVdt,black,French Defense
EeZYQfn0,white,French Defense
YoyvBr0u,black,French Defense
jJAyv4H2,white,French Defense
Kf2xbRZA,white,French Defense
TtsLcVlP,white,French Defense
AObvyEUG,white,French Defense
RMRmTQZ5,white,French Defense
e77vHHBZ,white,French Defense
09a835pw,black,French Defense
zjPGfyjB,white,French Defense
eYv8E8Nl,white,French Defense
wYLaqJg9,white,French Defense
zNYEOUt0,white,French Defense
OjP6AMDc,white,French Defense
QYa86ijK,black,French Defense
EIO5zREu,black,French Defense
xNb5PvIa,white,Italian Game
IZ2FmaX4,white,French Defense
XXGazY8T,white,Sicilian Defense
y9wlcm2Y,black,Sicilian Defense
XYCSfAlm,black,Sicilian Defense
9bXcqGpJ,white,Sicilian Defense
NeQhQuLZ,black,Sicilian Defense
jIaBCQzI,white,Sicilian Defense
pXP0LS3d,black,Sicilian Defense
SNZ8nkVx,white,Italian Game
L86VAQAd,white,French Defense
ck17oAvm,black,Italian Game
iLeXhrWB,black,Sicilian Defense
3UGVg5XK,black,French Defense
fqoBNzRv,white,Sicilian Defense
BqgCJPW6,black,French Defense
symUfbR6,white,Italian Game
wTKwP6Lb,black,French Defense
78aKM80j,white,Italian Game
73Z0JvFd,black,Italian Game
Jb2HUm8K,white,Italian Game
jci3Qa8o,black,Italian Game
T6N0DMh9,black,Italian Game
yq7tFqRI,black,Italian Game
zOMBXuAP,white,French Defense
jJcnlnda,white,Sicilian Defense
XXa30QAY,white,French Defense
xGKt7dNX,black,Italian Game
f94QiGRl,white,Italian Game
109EBr6q,white,French Defense
MocI97S6,white,Sicilian Defense
wU2Wds8R,black,Italian Game
O2cEXTWV,black,French Defense
G9w87KIu,white,Sicilian Defense
xjNr3t6x,black,French Defense
Z4NLTNqE,white,Italian Game
HEKFLJyd,black,Sicilian Defense
6AHYEOhF,black,Sicilian Defense
F7SR3L2c,white,Sicilian Defense
h5R6SpUG,white,Sicilian Defense
cTI3uVtT,black,Italian Game
wJXNUNzJ,black,Sicilian Defense
enUFhR57,white,Sicilian Defense
ckclZAqW,black,Sicilian Defense
Qu3MVllt,white,Italian Game
KENXx1H4,white,Sicilian Defense
Tat8TxY9,white,Sicilian Defense
3K0d4sf1,white,Sicilian Defense
gUwtUAM8,black,Sicilian Defense
dUT9FWm3,black,Sicilian Defense
4weCiecQ,black,French Defense
uaDzZVi3,black,French Defense
rvyyS2XH,black,French Defense
imB3Xk1O,black,French Defense
nVlVhgF1,black,French Defense
W05ngb4v,white,French Defense
3ZLZQ7a4,white,French Defense
KvwLbNRb,black,Sicilian Defense
dvKLK828,white,French Defense
hCx9wtof,black,Sicilian Defense
SDtYGwSy,black,French Defense
MMo4pe5s,black,Italian Game
UQ686Htv,white,Sicilian Defense
3e4VGhIV,black,French Defense
XnkPzt9n,black,Sicilian Defense
VHhrAttv,black,Italian Game
FkcbtcKz,black,French Defense
efbTWQ90,black,Sicilian Defense
rLwPUmI2,black,Sicilian Defense
3VnMKuJs,white,French Defense
Ojz3EhSn,black,Sicilian Defense
6l9RaCzg,white,French Defense
4yeBFjRj,white,Italian Game
09SHCOaM,white,Sicilian Defense
n3MARvHB,black,Italian Game
5a2ZmVT9,white,Italian Game
7UnOinRX,black,Italian Game
RA8NDIce,white,French Defense
JSYfuYiL,white,Sicilian Defense
5YUu8Ofe,white,Sicilian Defense
cOlCsHvD,black,French Defense
HucSwcAS,white,Italian Game
w55z6cXo,black,Sicilian Defense
mPn3NCN6,black,Sicilian Defense
3xsSZU5O,white,Sicilian Defense
jCghLW1D,black,French Defense
4zofgCwV,black,Sicilian Defense
dggIoZ4a,white,Sicilian Defense
BYP0LBAZ,white,Sicilian Defense
CwvLlyPt,black,Sicilian Defense
eXDZbsco,white,Sicilian Defense
U8JKn0YW,black,Sicilian Defense
iPirZ2te,white,French Defense
Fx1HOgKy,black,Sicilian Defense
wa9fwn08,white,Sicilian Defense
5Kmm7fWC,black,Sicilian Defense
NuYfjbLq,white,Sicilian Defense
RYAE0s4I,black,Sicilian Defense
dEnOv2Ht,white,French Defense
nr1w40q3,black,Sicilian Defense
TKIsCh0w,black,Sicilian Defense
2O5yNONv,black,Sicilian Defense
40Sg2ybV,white,French Defense
egIedqVA,white,Italian Game
7OYhjT1j,black,Italian Game
XMtsSdnP,white,Sicilian Defense
aydcdJIH,white,Italian Game
wRKsPLC0,black,French Defense
XIifGbQz,white,Italian Game
7OYhVEdO,black,French Defense
iMAld5jZ,white,Italian Game
CNAmfJau,black,Italian Game
EYpYXYV2,white,Sicilian Defense
icQy2lnB,white,Sicilian Defense
fF8elZxb,black,Sicilian Defense
sFoUxJGh,black,French Defense
P6sTXsLQ,black,Sicilian Defense
tGUixiIG,white,Sicilian Defense
FdtKJX9D,black,Sicilian Defense
WXwOPOuP,white,Sicilian Defense
fWUQMqkF,white,Sicilian Defense
vCYyGQqQ,black,Italian Game
laldo4k0,white,Sicilian Defense
OJtM98RU,white,Sicilian Defense
26hwta6Y,white,Sicilian Defense
330uwpWK,white,Sicilian Defense
8L3LPAZ2,black,French Defense
2Z2lBeOa,white,Italian Game
0OYI03t4,black,Sicilian Defense
jwv5M4VO,black,Italian Game
GuggRNG1,white,Italian Game
YOnKpTM1,white,Italian Game
H6KK0Y89,white,French Defense
NAhMZ9Sf,black,Sicilian Defense
uKNqVSYu,white,Sicilian Defense
zoBseHQA,black,Sicilian Defense
fPDNzOJm,black,French Defense
rtJjqjoM,black,French Defense
cJG8zvTe,white,Italian Game
o6yGcaAr,black,French Defense
CRBecPG5,white,Sicilian Defense
VOOD8WEQ,black,French Defense
ET4w0tky,white,French Defense
R7iL6PvJ,white,French Defense
F8rEcqAP,black,French Defense
OCLCEuDL,black,French Defense
QLbTUeKk,black,French Defense
CDuxTWrV,white,Sicilian Defense
q7H1Kmei,black,Sicilian Defense
j8FKmBOp,black,Sicilian Defense
JWkNah6q,black,Sicilian Defense
368XGDBw,white,French Defense
M29tylp7,white,Sicilian Defense
oSLAOq9L,white,Sicilian Defense
j8wcbvd0,black,Sicilian Defense
erBsVD8d,black,Sicilian Defense
fjuG3DFA,black,French Defense
VWXkbtAK,black,French Defense
c5T8tvta,black,French Defense
LhNKvOCj,white,Sicilian Defense
maAJS66Q,white,Sicilian Defense
SYl9u1Ro,black,Sicilian Defense
PqbsOuXg,white,Sicilian Defense
pwrft8DC,white,Sicilian Defense
e6MsPOQz,black,Sicilian Defense
9RM1g3br,black,Sicilian Defense
n7DV8SKf,black,Sicilian Defense
jyiWZNxs,white,Sicilian Defense
H8MsGycN,white,Sicilian Defense
rKVy6DnX,white,Sicilian Defense
ZarnanH1,black,Sicilian Defense
euwMMEPI,white,Sicilian Defense
2QKPNPHo,white,Sicilian Defense
FM7uLKUI,white,French Defense
p0lrJ1TW,black,Sicilian Defense
nR4EyupL,white,Sicilian Defense
AoUfWLhq,white,Sicilian Defense
y4HO08lL,white,Sicilian Defense
DNhhypWP,black,Sicilian Defense
iWBWnlpJ,black,Italian Game
wBHJChqC,white,Sicilian Defense
X5F1wUsp,white,Sicilian Defense
BZLbNfm4,white,Sicilian Defense
t4Ya9dT7,white,Sicilian Defense
BCxYgTHF,black,Sicilian Defense
JtZ9kUoZ,black,Sicilian Defense
GWwPGZF8,white,Sicilian Defense
iHVUapwj,white,Sicilian Defense
Bi95e0bp,white,French Defense
wYE5TUoj,black,Sicilian Defense
8ON8Ys0C,white,Sicilian Defense
kkgI4HpI,white,French Defense
l1l6yo9n,white,Sicilian Defense
qCMjHNFS,white,Sicilian Defense
3AjEi5Vd,white,Sicilian Defense
sshqzAiE,white,Italian Game
5vl7n36r,white,Sicilian Defense
1lbY0vKG,white,Sicilian Defense
JhibfuIR,black,French Defense
gmDPMvzI,white,Sicilian Defense
t6PiRScN,white,Sicilian Defense
kbjOV76G,white,Sicilian Defense
WudL02Lu,white,Sicilian Defense
0y4ZTQ2R,white,Sicilian Defense
IjnlcR66,white,Sicilian Defense
cIKTQHcy,black,Sicilian Defense
2vGf9BQ1,black,Italian Game
Cr05o0f2,white,Italian Game
c3aTeBza,white,Italian Game
vtW2KfH4,white,Sicilian Defense
NckdmPMt,white,Sicilian Defense
1DrAVLi9,white,Sicilian Defense
TRqq3sqp,white,Sicilian Defense
jX4zmQIo,black,Sicilian Defense
KRMrSwyO,white,Sicilian Defense
vNss4oSR,white,Sicilian Defense
RHaT7CBo,black,Italian Game
nyeR28YB,white,Sicilian Defense
pTBvi4dV,white,Sicilian Defense
LCxEXnXb,white,Sicilian Defense
UcvMVb7k,black,Sicilian Defense
C3aU6UhF,black,Sicilian Defense
bfk0vKO3,white,Sicilian Defense
gGyaEaTV,black,Sicilian Defense
fkwF7n9T,black,Sicilian Defense
5WhYODHf,black,Sicilian Defense
zMFTblTj,white,Sicilian Defense
aIWXy0Ix,white,Sicilian Defense
rnwCKW3f,black,Sicilian Defense
Sc1o7fpl,white,Sicilian Defense
AuttW335,black,Sicilian Defense
mVQaOwE8,black,Sicilian Defense
VAv9fI88,black,Sicilian Defense
ENVY6yGB,black,Sicilian Defense
FxmBHnIl,black,French Defense
DwCvxi11,black,Sicilian Defense
SDCLBYeF,white,French Defense
Z0vlx5TV,white,French Defense
vP1D6cZF,black,Sicilian Defense
bK35FyCn,white,French Defense
kEzadLUL,black,Sicilian Defense
AOQg4xfm,black,French Defense
WVpipRhP,white,Sicilian Defense
wmNLYhxS,white,Sicilian Defense
z3JaisFJ,white,Sicilian Defense
WSDMp2tP,white,French Defense
psks6Oqx,white,Italian Game
05yEsA2X,black,Sicilian Defense
oHA26DEY,black,Sicilian Defense
gzEgrUKO,white,Italian Game
nwbun3Jw,white,Italian Game
RwKpsH9y,black,Sicilian Defense
gUmnDSwx,black,Sicilian Defense
S25mmjLL,white,Italian Game
gxG8xX0g,white,Italian Game
TMeWFCLt,black,French Defense
2Xl2plkX,black,French Defense
s0oxkzeq,white,French Defense
rk4f02Ey,black,Sicilian Defense
pjke10PB,black,Sicilian Defense
7CkoT5ea,black,Sicilian Defense
WzPl2j8p,black,Italian Game
G0v47gjY,black,Sicilian Defense
99S0SgsV,white,French Defense
8wdxIATj,black,French Defense
yriSMTMo,white,French Defense
gxRokvhO,black,Sicilian Defense
qvoMv041,black,Sicilian Defense
fZMlgLwA,black,Sicilian Defense
oibBYYto,white,Sicilian Defense
qOhHwH0M,white,Sicilian Defense
EiFxOLw5,white,Sicilian Defense
WthQtCro,black,Sicilian Defense
YoaDvXKo,white,Sicilian Defense
Tk5Hrua4,black,Sicilian Defense
9sxBhj4V,white,Sicilian Defense
UithcC2Y,black,Sicilian Defense
kouj7vzk,white,Sicilian Defense
D9UOt6qm,black,Sicilian Defense
aYtANhIr,black,French Defense
aqxXX3WP,white,Sicilian Defense
mdwujX7l,black,Italian Game
wEfC8XgQ,white,Sicilian Defense
lG80eRz9,black,French Defense
sM9kM0wE,black,Sicilian Defense
g5GsCu9c,black,French Defense
NXyWhvji,white,Italian Game
P9JF4Rav,white,Sicilian Defense
zEWTkqYd,black,French Defense
qNzJsU0x,white,Sicilian Defense
VG2uaC3K,black,Italian Game
AlsPBB7X,black,French Defense
yCUXaARs,white,Sicilian Defense
HRGjyK32,white,Italian Game
guIt4MTW,black,Sicilian Defense
5LCbCpeo,black,Sicilian Defense
McanhBAU,white,Sicilian Defense
nfeAc1Cz,white,Sicilian Defense
ijnrtJ09,black,Sicilian Defense
MPcwauiB,black,Sicilian Defense
fatseONM,white,Sicilian Defense
x1ob2Pt3,black,Sicilian Defense
FcIi1dAV,white,Sicilian Defense
Bj5ER5su,black,Sicilian Defense
GXuBktGn,white,Sicilian Defense
8orgjuBU,black,Sicilian Defense
cD3RJTko,white,Sicilian Defense
r5Z1EbZq,black,Sicilian Defense
l3HlCynZ,black,French Defense
Hs1oCzHv,black,Italian Game
KTlKXYu5,black,Sicilian Defense
qb0Br04o,white,French Defense
hQ2FqNFG,white,French Defense
0yQZ76aS,black,Sicilian Defense
t7MCFq3r,white,Sicilian Defense
i6nE1F1S,white,Sicilian Defense
gxSm3Zp9,white,Sicilian Defense
H6xFMBLl,black,Sicilian Defense
WwkpkV7P,white,Sicilian Defense
u9Tl6RNG,black,Sicilian Defense
wCgk3Tno,white,Sicilian Defense
SipCSO1G,black,Sicilian Defense
00dSgZj7,black,Sicilian Defense
xFSBK77D,black,Sicilian Defense
ihq8Mlwj,white,Sicilian Defense
ajyh9QoL,black,Sicilian Defense
HCylVwnT,black,Sicilian Defense
hJ3orVeR,white,Sicilian Defense
ERkxkoxF,white,Italian Game
7ToCyaNS,black,Sicilian Defense
5gudvgsx,black,Italian Game
A2u4TjKf,black,Italian Game
I2niMJ0b,white,Italian Game
gdF94tx2,black,Italian Game
fj8Qy0UC,white,Sicilian Defense
Qz86tCvW,black,Sicilian Defense
XDKSUJSm,white,Sicilian Defense
yn0S0FiX,white,Sicilian Defense
ekoL95Wq,white,Sicilian Defense
tk42Gnsk,white,French Defense
fOgN81s0,black,Sicilian Defense
QKlm0hw3,black,Sicilian Defense
xpubmFeE,white,Sicilian Defense
NHRcERsd,black,Sicilian Defense
8Bw81Ynp,black,Sicilian Defense
epiJi2wS,black,Sicilian Defense
z8xajoMQ,white,French Defense
c02LbShM,black,Sicilian Defense
zTlf7W2i,white,Sicilian Defense
y2MwR7RZ,white,Sicilian Defense
z0j86a4F,black,Sicilian Defense
r1bHHdSp,white,Sicilian Defense
d34ywqnx,black,Italian Game
JoiwM97y,black,Italian Game
fmmyENlR,black,Italian Game
BtWQFLbW,white,Italian Game
UxYJFGp8,black,Italian Game
3NNJLosr,white,Italian Game
d2cGqlcu,white,Italian Game
KA1FGTw9,black,Italian Game
7vD13zGz,black,Italian Game
BYbXwnos,white,Sicilian Defense
18qpEVjX,white,Italian Game
BFgm9X2I,white,Sicilian Defense
J0Puq3FZ,white,Italian Game
PrpX9Fne,white,French Defense
Gov9OitE,white,Italian Game
ufp9UTMe,white,Sicilian Defense
6lvjEaav,white,Sicilian Defense
GpSMQNVd,white,Sicilian Defense
FkKJnQNi,white,Italian Game
aM3glhVe,white,French Defense
HChTjRK2,black,French Defense
3bJ9xmTN,black,Sicilian Defense
QuPE0D5e,black,Sicilian Defense
06DXS9rn,black,Sicilian Defense
zEUv4bsE,white,Sicilian Defense
9meL3k35,black,Sicilian Defense
y0oAxyO5,black,Sicilian Defense
OOZgdJQi,white,Sicilian Defense
yEp5OZ15,black,Sicilian Defense
ZadokJun,white,French Defense
uGuoeGsc,black,Sicilian Defense
5BwhNheD,white,French Defense
Y3fRuopv,white,Italian Game
C7lT77x8,white,Italian Game
sonJbky4,white,French Defense
Km62hxe5,white,French Defense
ictXlymz,white,Sicilian Defense
tcUVmqCf,black,French Defense
3C4nWcmf,black,Sicilian Defense
D859n4rf,white,Sicilian Defense
MbfSD60K,black,French Defense
UpFRBQUs,white,Sicilian Defense
o9wcvI74,black,French Defense
dByHjHwL,white,Sicilian Defense
zcogtzLw,white,Sicilian Defense
nTUQdw6m,black,Sicilian Defense
5zAP1SOI,white,French Defense
Iw4qlIiR,black,Sicilian Defense
2MaPQVeB,white,French Defense
xHR40apb,black,Sicilian Defense
UTH6E5B6,white,French Defense
RebUNQFN,black,Sicilian Defense
UvX0bacP,white,Italian Game
i070jbuW,black,Italian Game
ncuHKIQF,white,French Defense
504luGZQ,black,French Defense
m9cITAtR,black,Italian Game
jp1CCAiI,black,French Defense
Su3yQC2v,black,Sicilian Defense
Ql8BiGtd,black,Sicilian Defense
wyq18DYh,black,Sicilian Defense
5wbwJLj1,white,Italian Game
V8E1hVAZ,white,Italian Game
ARXqvyOE,black,French Defense
59ff4N6H,white,Sicilian Defense
hywQiDO9,black,Sicilian Defense
c2jR4LLr,black,Italian Game
uLpKebwX,black,Sicilian Defense
NxiFn3UA,black,Sicilian Defense
KQUiTt7P,white,Italian Game
kHmSQxwH,black,French Defense
a3bZLPeJ,black,Italian Game
a72cPz2A,black,Sicilian Defense
EtfaqCum,white,Italian Game
sjzicfLS,black,Italian Game
JtQnt7R1,white,French Defense
xFerEM6N,white,Italian Game
oATUlHPw,white,French Defense
ZeqBvl9X,white,French Defense
nncLLMgN,white,Italian Game
I901F4wL,black,French Defense
O2466uHy,black,Sicilian Defense
vrxwNLbY,black,Sicilian Defense
FC9OLF88,black,Sicilian Defense
MewPEHUR,white,French Defense
a81pQ6c6,black,Sicilian Defense
QcQK8i1t,black,Sicilian Defense
iF6bV4IC,black,Sicilian Defense
K5cvC6ux,white,Sicilian Defense
jhgF2KWW,black,Sicilian Defense
XZMVIFEx,white,Sicilian Defense
tCMICaPh,black,Italian Game
wyK06tJM,white,French Defense
SwoxhnwP,black,French Defense
01Y74mrM,white,Sicilian Defense
sw67IZO7,black,French Defense
wF9lJHa2,white,Sicilian Defense
1jeZ5mWZ,black,Sicilian Defense
UqhTYx8L,white,French Defense
BBN3eAFK,white,French Defense
uv4MQaA4,white,Sicilian Defense
iChz76Ua,white,French Defense
tCsQ91fC,black,Sicilian Defense
o8K4d3Y5,white,Sicilian Defense
Wutupk7w,white,Italian Game
SbwmEjHF,white,Sicilian Defense
z21melEt,white,Sicilian Defense
cYEnV0aS,black,Italian Game
YuE7GHnC,black,Italian Game
BNLd7ffT,black,Italian Game
rxvCHIAX,white,Italian Game
7rqwlc9r,black,French Defense
dquh3e6w,white,Sicilian Defense
LSs37L4T,black,Sicilian Defense
v23uKStr,white,French Defense
zZSi9smc,white,French Defense
CulaPdeY,white,Sicilian Defense
C3NRXx27,white,French Defense
9X9bXPfN,black,Sicilian Defense
Cse952xD,white,French Defense
an552HaC,white,Sicilian Defense
kDZIrl7f,black,Sicilian Defense
YepjBHCT,white,Sicilian Defense
DkVmjOH1,black,Sicilian Defense
TNvYWA8H,white,Sicilian Defense
yhdMDWuc,white,French Defense
JFNOvkOK,black,Italian Game
6yjF8nB1,white,French Defense
QeJP7bVt,white,French Defense
3VMmQAAK,black,Sicilian Defense
2tofMEQy,black,French Defense
